cppi value,floor
9978.864001263375,9000.0
9981.989209709956,9000.0
9989.277415432567,9000.0
9975.456806199902,9000.0
9962.540033860045,9000.0
9975.42854647557,9000.0
9966.022753333978,9000.0
9969.915586922592,9000.0
9963.962391973715,9000.0
9968.391053128453,9000.0
9971.356552023597,9000.0
9981.368659631691,9000.0
9952.764899767139,9000.0
9963.905476926999,9000.0
9936.390633369427,9000.0
9936.124375715612,9000.0
9937.355156184993,9000.0
9928.035637002155,9000.0
9929.394318865398,9000.0
9923.077804792667,9000.0
9927.437310208114,9000.0
9933.541022977503,9000.0
9922.698508016714,9000.0
9940.405656580158,9000.0
9907.215332636246,9000.0
9895.853969706395,9000.0
9893.50347409306,9000.0
9896.185830792841,9000.0
9902.818050937232,9000.0
9900.716112025533,9000.0
9912.055826169126,9000.0
9916.891867836388,9000.0
9925.090158607716,9000.0
9933.382572545035,9000.0
9941.622928397726,9000.0
9945.416131679336,9000.0
9915.661287883271,9000.0
9915.459701300817,9000.0
9925.977810465749,9000.0
9926.16133436178,9000.0
9934.183123721998,9000.0
9933.091517839275,9000.0
9947.595486656757,9000.0
9960.332046916063,9000.0
9961.763906284088,9000.0
9969.965622933927,9000.0
9974.464882254997,9000.0
9963.755967282137,9000.0
9961.182970025042,9000.0
9956.802721566039,9000.0
9954.566350417019,9000.0
9951.409904860811,9000.0
9956.150298675677,9000.0
9937.563419207043,9000.0
9926.863809444829,9000.0
9916.935998631283,9000.0
9928.504509455473,9000.0
9930.544433398534,9000.0
9930.110624477433,9000.0
9938.633509995208,9000.0
9933.96687643301,9000.0
9930.982961714599,9000.0
9939.240580028325,9000.0
9925.959420243651,9000.0
9932.915697785305,9000.0
9931.233889001054,9000.0
9942.397472288389,9000.0
9934.713332014708,9000.0
9925.936699780406,9000.0
9895.006768192578,9000.0
9903.939971097243,9000.0
9920.750291471883,9000.0
9927.735471770953,9000.0
9937.60219874367,9000.0
9932.069660209889,9000.0
9946.279261926993,9000.0
9949.788971832204,9000.0
9949.834418712268,9000.0
9942.305446983144,9000.0
9942.856604715462,9000.0
9934.184754639742,9000.0
9926.771004949973,9000.0
9920.397558060451,9000.0
9925.100729983174,9000.0
9915.68389347129,9000.0
9926.244726073799,9000.0
9933.179179081568,9000.0
9926.296819751164,9000.0
9928.112519835595,9000.0
9939.178984942846,9000.0
9944.902072285167,9000.0
9946.335074488426,9000.0
9951.770251299635,9000.0
9952.214810422247,9000.0
9970.85848204172,9000.0
9981.133848407955,9000.0
9993.508630498005,9000.0
10007.090442720893,9000.0
10004.660249021672,9006.381398448804
10018.270708159484,9006.381398448804
10026.526232897715,9016.443637343535
10019.267599564677,9023.873609607945
10027.18620127505,9023.873609607945
10042.570000488831,9024.467581147544
10027.344630395368,9038.313000439948
10027.74940840793,9038.313000439948
10028.847030346966,9038.313000439948
10008.876336248022,9038.313000439948
9998.915207497608,9038.313000439948
9992.017985465947,9038.313000439948
9959.934623844249,9038.313000439948
9968.181631684189,9038.313000439948
9970.634017386792,9038.313000439948
9975.338474158048,9038.313000439948
9935.29634964958,9038.313000439948
9938.607109623092,9038.313000439948
9938.973153813417,9038.313000439948
9941.886808357049,9038.313000439948
9944.791884017015,9038.313000439948
9953.10061794761,9038.313000439948
9952.024956357247,9038.313000439948
9958.76684561973,9038.313000439948
9948.869995923818,9038.313000439948
9946.824972538827,9038.313000439948
9941.80090489512,9038.313000439948
9947.153409607216,9038.313000439948
9947.866047280866,9038.313000439948
9948.55668261404,9038.313000439948
9933.646934394828,9038.313000439948
9928.23782794528,9038.313000439948
9927.855079083463,9038.313000439948
9923.859427201307,9038.313000439948
9924.691815348537,9038.313000439948
9926.458139599428,9038.313000439948
9926.764289733388,9038.313000439948
9927.626539122317,9038.313000439948
9913.36805713293,9038.313000439948
9913.912018649753,9038.313000439948
9913.224094085315,9038.313000439948
9918.01625772999,9038.313000439948
9920.546204256952,9038.313000439948
9922.88174742138,9038.313000439948
9952.013121237782,9038.313000439948
9949.931366490699,9038.313000439948
9944.350252023061,9038.313000439948
9941.513064732373,9038.313000439948
9929.340357673418,9038.313000439948
9930.43209918289,9038.313000439948
9922.81579235969,9038.313000439948
9886.831378531215,9038.313000439948
9824.651579366555,9038.313000439948
9831.235722588695,9038.313000439948
9842.305332317967,9038.313000439948
9852.551202021536,9038.313000439948
9850.764104623317,9038.313000439948
9856.091278900203,9038.313000439948
9873.781835808326,9038.313000439948
9872.460333977666,9038.313000439948
9865.83183880538,9038.313000439948
9857.212381544432,9038.313000439948
9858.172606640563,9038.313000439948
9851.692917183098,9038.313000439948
9855.711576087662,9038.313000439948
9848.286613923054,9038.313000439948
9845.502601855222,9038.313000439948
9846.384469027205,9038.313000439948
9850.587054802181,9038.313000439948
9842.381022391923,9038.313000439948
9842.413343737977,9038.313000439948
9859.149389452643,9038.313000439948
9858.943863558117,9038.313000439948
9852.12732362911,9038.313000439948
9848.4036414332,9038.313000439948
9843.86352167965,9038.313000439948
9859.930069685985,9038.313000439948
9859.840539046763,9038.313000439948
9849.985399943056,9038.313000439948
9852.901750890844,9038.313000439948
9849.046771859661,9038.313000439948
9854.174719272109,9038.313000439948
9857.42011350523,9038.313000439948
9865.714346816769,9038.313000439948
9875.298397565855,9038.313000439948
9876.742482631147,9038.313000439948
9887.308540846918,9038.313000439948
9924.745879044494,9038.313000439948
9929.973694012078,9038.313000439948
9917.777046260264,9038.313000439948
9922.108632000305,9038.313000439948
9926.623519003319,9038.313000439948
9928.457066809133,9038.313000439948
9919.958216351726,9038.313000439948
9929.328604181123,9038.313000439948
9917.641763661148,9038.313000439948
9915.576012652386,9038.313000439948
9912.823954246065,9038.313000439948
9917.365963576494,9038.313000439948
9921.229103647442,9038.313000439948
9924.276201964747,9038.313000439948
9919.865324177053,9038.313000439948
9931.089704016913,9038.313000439948
9926.322263191596,9038.313000439948
9932.83508126187,9038.313000439948
9925.3947493999,9038.313000439948
9909.283492401548,9038.313000439948
9907.710094873797,9038.313000439948
9915.806955772263,9038.313000439948
9910.663572100138,9038.313000439948
9904.87109817384,9038.313000439948
9898.953560734262,9038.313000439948
9895.64266463533,9038.313000439948
9887.714722575412,9038.313000439948
9881.340184469896,9038.313000439948
9884.799844548603,9038.313000439948
9889.594860664516,9038.313000439948
9892.881807060341,9038.313000439948
9893.97116984097,9038.313000439948
9891.839578226398,9038.313000439948
9894.413587180734,9038.313000439948
9893.412696792144,9038.313000439948
9893.905354941593,9038.313000439948
9897.286237192056,9038.313000439948
9896.224818127883,9038.313000439948
9891.398805152197,9038.313000439948
9888.617277955433,9038.313000439948
9895.394644698332,9038.313000439948
9897.689129904098,9038.313000439948
9895.599776562558,9038.313000439948
9898.067255693652,9038.313000439948
9905.78011321184,9038.313000439948
9914.756240048222,9038.313000439948
9904.005957540337,9038.313000439948
9902.474522793167,9038.313000439948
9905.306961273362,9038.313000439948
9899.523091572642,9038.313000439948
9903.113510993606,9038.313000439948
9896.708251041287,9038.313000439948
9895.187360962773,9038.313000439948
9898.605069266452,9038.313000439948
9904.995120517007,9038.313000439948
9902.554377367891,9038.313000439948
9903.716120296893,9038.313000439948
9909.947446473769,9038.313000439948
9911.294393970455,9038.313000439948
9914.051766898105,9038.313000439948
9912.790423951137,9038.313000439948
9913.92342491585,9038.313000439948
9906.652612042431,9038.313000439948
9905.509970570714,9038.313000439948
9905.891158356531,9038.313000439948
9906.856949109491,9038.313000439948
9904.753919531362,9038.313000439948
9902.72392863212,9038.313000439948
9898.57178119599,9038.313000439948
9900.556476990758,9038.313000439948
9903.784555132024,9038.313000439948
9903.442441023923,9038.313000439948
9907.016232939804,9038.313000439948
9902.045910983228,9038.313000439948
9876.843417917698,9038.313000439948
9863.065605397316,9038.313000439948
9842.593145834655,9038.313000439948
9832.743192919246,9038.313000439948
9822.630282877999,9038.313000439948
9820.990721781322,9038.313000439948
9776.616084422734,9038.313000439948
9776.372608427115,9038.313000439948
9780.89655435912,9038.313000439948
9778.426195905224,9038.313000439948
9775.506562531184,9038.313000439948
9775.560182345867,9038.313000439948
9778.222364014106,9038.313000439948
9791.89659760441,9038.313000439948
9795.317191160098,9038.313000439948
9794.624054180234,9038.313000439948
9770.752418359036,9038.313000439948
9766.355296279693,9038.313000439948
9777.814068984875,9038.313000439948
9781.929361117765,9038.313000439948
9784.185522088208,9038.313000439948
9785.188078344954,9038.313000439948
9790.96265403116,9038.313000439948
9792.088482743133,9038.313000439948
9801.255439314937,9038.313000439948
9825.673389994608,9038.313000439948
9822.277730870625,9038.313000439948
9827.263182673116,9038.313000439948
9823.755255817723,9038.313000439948
9811.201964771755,9038.313000439948
9798.824249555948,9038.313000439948
9779.899793321212,9038.313000439948
9789.304456662989,9038.313000439948
9784.421376650835,9038.313000439948
9768.239758003227,9038.313000439948
9760.92595408419,9038.313000439948
9765.732915198385,9038.313000439948
9777.369088374635,9038.313000439948
9792.741647312832,9038.313000439948
9811.587413152578,9038.313000439948
9817.848920528791,9038.313000439948
9903.744068870246,9038.313000439948
9911.198345485704,9038.313000439948
9877.564112505026,9038.313000439948
9872.335239823813,9038.313000439948
9830.914801633664,9038.313000439948
9846.817356767147,9038.313000439948
9852.004415028923,9038.313000439948
9858.284271384287,9038.313000439948
9866.904943991653,9038.313000439948
9867.039085638806,9038.313000439948
9872.331018435485,9038.313000439948
9884.615231110622,9038.313000439948
9878.479811749605,9038.313000439948
9884.691325278276,9038.313000439948
9887.467318877203,9038.313000439948
9887.407761083834,9038.313000439948
9884.715911422983,9038.313000439948
9889.57241846596,9038.313000439948
9892.285135548984,9038.313000439948
9897.581003984575,9038.313000439948
9883.509016631304,9038.313000439948
9890.49420297903,9038.313000439948
9885.733565079441,9038.313000439948
9889.799262334458,9038.313000439948
9880.2638770745,9038.313000439948
9907.684608352112,9038.313000439948
9911.11274584815,9038.313000439948
9905.770645413384,9038.313000439948
9905.823455779431,9038.313000439948
9916.874988665852,9038.313000439948
9849.883174504117,9038.313000439948
9844.199977485552,9038.313000439948
9850.519748467505,9038.313000439948
9848.831616896836,9038.313000439948
9845.703279712634,9038.313000439948
9836.503092125291,9038.313000439948
9797.316844194735,9038.313000439948
9819.719351003481,9038.313000439948
9831.635251174986,9038.313000439948
9824.931829630721,9038.313000439948
9822.740404533311,9038.313000439948
9821.623335696617,9038.313000439948
9819.253729402857,9038.313000439948
9812.176940561218,9038.313000439948
9819.775632653316,9038.313000439948
9813.678274696178,9038.313000439948
9820.070781247106,9038.313000439948
9811.514988317786,9038.313000439948
9798.443875981706,9038.313000439948
9794.779617487344,9038.313000439948
9798.541470344238,9038.313000439948
9792.736100384587,9038.313000439948
9786.814716752195,9038.313000439948
9773.592989355908,9038.313000439948
9785.231108666643,9038.313000439948
9783.689250172156,9038.313000439948
9770.029426734243,9038.313000439948
9761.537070470602,9038.313000439948
9764.16222641056,9038.313000439948
9781.239344498239,9038.313000439948
9775.965803412195,9038.313000439948
9779.148073147951,9038.313000439948
9775.26375783905,9038.313000439948
9769.811852794994,9038.313000439948
9770.745084161892,9038.313000439948
9777.115587242146,9038.313000439948
9786.262824108615,9038.313000439948
9736.519597794673,9038.313000439948
9673.486869287563,9038.313000439948
9656.603448692718,9038.313000439948
9663.9875647956,9038.313000439948
9664.285521841164,9038.313000439948
9647.97836324227,9038.313000439948
9658.146610768721,9038.313000439948
9636.275047649593,9038.313000439948
9601.15224086209,9038.313000439948
9599.970744478687,9038.313000439948
9601.706164980005,9038.313000439948
9609.740500354486,9038.313000439948
9618.699046257678,9038.313000439948
9602.886000051501,9038.313000439948
9530.58646047303,9038.313000439948
9506.430174346924,9038.313000439948
9517.052047070387,9038.313000439948
9501.996855652633,9038.313000439948
9502.743317501487,9038.313000439948
9510.870731895877,9038.313000439948
9516.290880718681,9038.313000439948
9513.150267807612,9038.313000439948
9522.384913924841,9038.313000439948
9533.864133526127,9038.313000439948
9532.689813643183,9038.313000439948
9528.095757506715,9038.313000439948
9538.793468352811,9038.313000439948
9527.80442100735,9038.313000439948
9522.916595898434,9038.313000439948
9519.871855266043,9038.313000439948
9522.965944233814,9038.313000439948
9523.306676754022,9038.313000439948
9522.342874408914,9038.313000439948
9519.5810954015,9038.313000439948
9520.353143875993,9038.313000439948
9515.53082944304,9038.313000439948
9517.242032416538,9038.313000439948
9522.908862917498,9038.313000439948
9535.698311457256,9038.313000439948
9546.638248015497,9038.313000439948
9538.948187762277,9038.313000439948
9534.914326286522,9038.313000439948
9539.503326498494,9038.313000439948
9546.697757957587,9038.313000439948
9557.636517105197,9038.313000439948
9551.210352670005,9038.313000439948
9546.499512211345,9038.313000439948
9547.003859837741,9038.313000439948
9546.16876271381,9038.313000439948
9533.872367667967,9038.313000439948
9536.823333232627,9038.313000439948
9540.594204167794,9038.313000439948
9543.001522639612,9038.313000439948
9538.518079498723,9038.313000439948
9534.593297058545,9038.313000439948
9532.28880384471,9038.313000439948
9532.556641795818,9038.313000439948
9536.271313750705,9038.313000439948
9541.689764108134,9038.313000439948
9548.576172692825,9038.313000439948
9551.492197927591,9038.313000439948
9546.74726753041,9038.313000439948
9552.730298592953,9038.313000439948
9551.400549195085,9038.313000439948
9559.171060805977,9038.313000439948
9559.749494001811,9038.313000439948
9546.612640209312,9038.313000439948
9528.228515752398,9038.313000439948
9535.499189634338,9038.313000439948
9530.337069003612,9038.313000439948
9534.382675580759,9038.313000439948
9530.66462741868,9038.313000439948
9540.585574177581,9038.313000439948
9544.360268967288,9038.313000439948
9546.061685451803,9038.313000439948
9544.043447608572,9038.313000439948
9545.241367447552,9038.313000439948
9542.372152568516,9038.313000439948
9536.282141512003,9038.313000439948
9530.555955352485,9038.313000439948
9513.790320362099,9038.313000439948
9503.056334587445,9038.313000439948
9488.106521466825,9038.313000439948
9492.256367056041,9038.313000439948
9497.245413728017,9038.313000439948
9495.71786859886,9038.313000439948
9465.93280617659,9038.313000439948
9469.86779581581,9038.313000439948
9480.620107709303,9038.313000439948
9498.388344633218,9038.313000439948
9518.11709646782,9038.313000439948
9518.513128131397,9038.313000439948
9534.990477477755,9038.313000439948
9533.184996211585,9038.313000439948
9533.819685295199,9038.313000439948
9531.233170219113,9038.313000439948
9533.150219634079,9038.313000439948
9532.160936843018,9038.313000439948
9532.948904085304,9038.313000439948
9535.764524392715,9038.313000439948
9536.203747417874,9038.313000439948
9532.191355144234,9038.313000439948
9531.774569370175,9038.313000439948
9542.686141916774,9038.313000439948
9533.301910933416,9038.313000439948
9527.968956803004,9038.313000439948
9531.709354626599,9038.313000439948
9536.57613710961,9038.313000439948
9535.067502329122,9038.313000439948
9538.039336862104,9038.313000439948
9538.33704630077,9038.313000439948
9539.350882890138,9038.313000439948
9526.926082072556,9038.313000439948
9526.530987239054,9038.313000439948
9520.90181285378,9038.313000439948
9515.761932035799,9038.313000439948
9510.768503004303,9038.313000439948
9516.989606510222,9038.313000439948
9515.395010760916,9038.313000439948
9514.895507938678,9038.313000439948
9517.671181357013,9038.313000439948
9520.545246139387,9038.313000439948
9520.648185246364,9038.313000439948
9521.288747703673,9038.313000439948
9518.085762953862,9038.313000439948
9515.767607313099,9038.313000439948
9512.225103488117,9038.313000439948
9515.112469812575,9038.313000439948
9511.198492632524,9038.313000439948
9509.060759349464,9038.313000439948
9506.124782521607,9038.313000439948
9499.389083390139,9038.313000439948
9500.093546583015,9038.313000439948
9502.223501436663,9038.313000439948
9501.826404463762,9038.313000439948
9504.368537485929,9038.313000439948
9509.186181599123,9038.313000439948
9505.639252089548,9038.313000439948
9507.509883876222,9038.313000439948
9507.390973493744,9038.313000439948
9505.322835329542,9038.313000439948
9501.904799666305,9038.313000439948
9498.24182301546,9038.313000439948
9500.840239935322,9038.313000439948
9507.642550493778,9038.313000439948
9511.713704864072,9038.313000439948
9509.730448600434,9038.313000439948
9510.313091570766,9038.313000439948
9509.538168453922,9038.313000439948
9498.077409223968,9038.313000439948
9481.723841907271,9038.313000439948
9475.795714099755,9038.313000439948
9479.088095119223,9038.313000439948
9471.264174949094,9038.313000439948
9474.500590983109,9038.313000439948
9483.971504739378,9038.313000439948
9500.772717001904,9038.313000439948
9503.543411074545,9038.313000439948
9506.443834674135,9038.313000439948
9509.969390730153,9038.313000439948
9507.038271606916,9038.313000439948
9511.253313046944,9038.313000439948
9517.890398079073,9038.313000439948
9518.320921537737,9038.313000439948
9516.583261635511,9038.313000439948
9515.720180634396,9038.313000439948
9514.6442410856,9038.313000439948
9513.57027849822,9038.313000439948
9509.564609566616,9038.313000439948
9510.405595739454,9038.313000439948
9514.1441587268,9038.313000439948
9511.743724389955,9038.313000439948
9512.937826856916,9038.313000439948
9511.133420575828,9038.313000439948
9502.000620274293,9038.313000439948
9509.882174049628,9038.313000439948
9508.074650509112,9038.313000439948
9511.612156352272,9038.313000439948
9510.620082553361,9038.313000439948
9511.560386787327,9038.313000439948
9509.895595456015,9038.313000439948
9507.937973856157,9038.313000439948
9506.096618852242,9038.313000439948
9506.320764208287,9038.313000439948
9505.088277234729,9038.313000439948
9504.648091820352,9038.313000439948
9505.703198323048,9038.313000439948
9507.36610580637,9038.313000439948
9507.112677376463,9038.313000439948
9501.676075553321,9038.313000439948
9499.221331830113,9038.313000439948
9500.489275704114,9038.313000439948
9497.494085414604,9038.313000439948
9495.410497273415,9038.313000439948
9495.904575414215,9038.313000439948
9496.03306533446,9038.313000439948
9497.08512771618,9038.313000439948
9498.099695169247,9038.313000439948
9498.892136299088,9038.313000439948
9498.973528141356,9038.313000439948
9498.09401921837,9038.313000439948
9499.669402889545,9038.313000439948
9499.808762390487,9038.313000439948
9500.946041314968,9038.313000439948
9499.997844567997,9038.313000439948
9497.026739256713,9038.313000439948
9496.627192303755,9038.313000439948
9498.020536289165,9038.313000439948
9499.115259001837,9038.313000439948
9498.379346453004,9038.313000439948
9495.91629580995,9038.313000439948
9497.006185129432,9038.313000439948
9495.765245405908,9038.313000439948
9495.490816091557,9038.313000439948
9496.592599625374,9038.313000439948
9496.783494362453,9038.313000439948
9495.433843851088,9038.313000439948
9495.79732288089,9038.313000439948
9492.949328534174,9038.313000439948
9493.807292340356,9038.313000439948
9493.184230597955,9038.313000439948
9488.321312107782,9038.313000439948
9480.28578143803,9038.313000439948
9482.745374291166,9038.313000439948
9480.813965121204,9038.313000439948
9477.738556406654,9038.313000439948
9477.190483832903,9038.313000439948
9476.94522910483,9038.313000439948
9476.618497910287,9038.313000439948
9485.4414403273,9038.313000439948
9485.55853394925,9038.313000439948
9485.6007838998,9038.313000439948
9485.498097648695,9038.313000439948
9490.904005257255,9038.313000439948
9494.535056989384,9038.313000439948
9493.820881627682,9038.313000439948
9493.945204292017,9038.313000439948
9492.134897981763,9038.313000439948
9489.38580985999,9038.313000439948
9489.59069436965,9038.313000439948
9487.745616693448,9038.313000439948
9488.014168783413,9038.313000439948
9490.91416782721,9038.313000439948
9491.1884223751,9038.313000439948
9493.088490466567,9038.313000439948
9491.029330223928,9038.313000439948
9492.435244316324,9038.313000439948
9488.565967844383,9038.313000439948
9490.823008943553,9038.313000439948
9492.804289746284,9038.313000439948
9491.75201680683,9038.313000439948
9495.975941294477,9038.313000439948
9498.405240439048,9038.313000439948
9496.27699681591,9038.313000439948
9498.065982500964,9038.313000439948
9505.981573549601,9038.313000439948
9500.07425710822,9038.313000439948
9499.350477870761,9038.313000439948
9500.865802303759,9038.313000439948
9499.958570519611,9038.313000439948
9500.887556718046,9038.313000439948
9500.412903384295,9038.313000439948
9504.85264078189,9038.313000439948
9502.419299193953,9038.313000439948
9501.303159522166,9038.313000439948
9506.49303486316,9038.313000439948
9510.240065180677,9038.313000439948
9506.658360213902,9038.313000439948
9504.146941952418,9038.313000439948
9501.727979872474,9038.313000439948
9493.260921599192,9038.313000439948
9498.521587568805,9038.313000439948
9494.35521125296,9038.313000439948
9489.182678883259,9038.313000439948
9487.770190481026,9038.313000439948
9493.946948557561,9038.313000439948
9491.727584642758,9038.313000439948
9491.77715388672,9038.313000439948
9493.487100084538,9038.313000439948
9493.249907708005,9038.313000439948
9489.791243539807,9038.313000439948
9486.582263641025,9038.313000439948
9482.742677119155,9038.313000439948
9472.052547222884,9038.313000439948
9470.713083354021,9038.313000439948
9451.125689963937,9038.313000439948
9451.388005339957,9038.313000439948
9457.123551637917,9038.313000439948
9456.112106177952,9038.313000439948
9454.54653445792,9038.313000439948
9453.155362976117,9038.313000439948
9456.29505839407,9038.313000439948
9457.960089489068,9038.313000439948
9462.95310973305,9038.313000439948
9476.33226978541,9038.313000439948
9459.30477007917,9038.313000439948
9458.927084667786,9038.313000439948
9462.650278309102,9038.313000439948
9460.735573776925,9038.313000439948
9454.53987292264,9038.313000439948
9455.881776470456,9038.313000439948
9442.380932144231,9038.313000439948
9441.238325980336,9038.313000439948
9444.397201437858,9038.313000439948
9445.729887173631,9038.313000439948
9442.559271016966,9038.313000439948
9441.240669269368,9038.313000439948
9445.489456944058,9038.313000439948
9449.954005834703,9038.313000439948
9447.848113389602,9038.313000439948
9445.881600497574,9038.313000439948
9444.28840329986,9038.313000439948
9440.240046257119,9038.313000439948
9449.978599064094,9038.313000439948
9450.900513342483,9038.313000439948
9446.632172556408,9038.313000439948
9445.834966779628,9038.313000439948
9445.528294707488,9038.313000439948
9446.040521200934,9038.313000439948
9444.232068152847,9038.313000439948
9446.371146316507,9038.313000439948
9442.488552951963,9038.313000439948
9442.117099662684,9038.313000439948
9430.434798208995,9038.313000439948
9421.06894688402,9038.313000439948
9419.218241293747,9038.313000439948
9430.67759219766,9038.313000439948
9434.150757513751,9038.313000439948
9436.120714381,9038.313000439948
9427.240933370027,9038.313000439948
9426.26160149049,9038.313000439948
9426.91697903434,9038.313000439948
9428.463178786658,9038.313000439948
9421.735361238178,9038.313000439948
9419.696532628515,9038.313000439948
9410.02378546933,9038.313000439948
9410.66527617194,9038.313000439948
9413.159616772775,9038.313000439948
9412.65225994863,9038.313000439948
9414.918104879836,9038.313000439948
9416.465239612135,9038.313000439948
9411.251987170519,9038.313000439948
9407.2880648022,9038.313000439948
9416.39574931192,9038.313000439948
9416.148501768068,9038.313000439948
9418.037370295046,9038.313000439948
9421.535713471018,9038.313000439948
9421.01770298969,9038.313000439948
9422.670745727308,9038.313000439948
9424.944222999433,9038.313000439948
9421.975149030237,9038.313000439948
9423.756625861311,9038.313000439948
9421.815355289747,9038.313000439948
9419.403655184822,9038.313000439948
9419.46952564816,9038.313000439948
9417.203913513575,9038.313000439948
9416.97765940733,9038.313000439948
9416.239405236201,9038.313000439948
9416.282365196497,9038.313000439948
9420.050782375305,9038.313000439948
9421.565734949436,9038.313000439948
9422.7033013584,9038.313000439948
9426.51846182503,9038.313000439948
9428.129376448765,9038.313000439948
9428.826664066037,9038.313000439948
9437.666099875009,9038.313000439948
9436.975653229514,9038.313000439948
9437.5893836914,9038.313000439948
9436.053743368664,9038.313000439948
9431.358914037617,9038.313000439948
